index,author,title,description,url,urlToImage,publishedAt,content,source_name,source_id
0,Scott Thompson,"Donald Trump’s granddaughter, budding golf star Kai Trump, reacts to election win: ‘Future gonna be fantastic'","Kai Trump, the granddaughter of President-elect Trump, congratulated him on his victory in this year's presidential race with a social media post.",https://www.foxnews.com/sports/donald-trumps-granddaughter-budding-golf-star-kai-trump-reacts-election-win-future-gonna-fantastic,https://static.foxnews.com/foxnews.com/content/uploads/2024/11/kai-trump-.jpg,2024-11-07T23:51:25Z,"Kai Trump, the granddaughter of President-elect Trump, was with her family at Mar-a-Lago Election Day as all signs pointed to the former president returning to office. 
Kai, who shares a common love… [+2504 chars]",Fox News,fox-news
1,"Amaris Encinas, USA TODAY",People react to Vanity Fair cover of Donald Trump after presidential election win,"Vanity Fair's Wednesday cover of Donald Trump sparked discourse online, following his victory over Vice President Kamala Harris on Tuesday.",https://www.usatoday.com/story/news/politics/elections/2024/11/07/donald-trump-vanity-fair-cover/76112602007/,https://s.yimg.com/ny/api/res/1.2/UkXBxikIVgwxjiq1bS1SPg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD0xMDU4/https://media.zenfs.com/en/usa_today_news_641/69d5449c40bf0ce53275f8ebab8a8fac,2024-11-07T21:01:07Z,"The most recent Vanity Fair issue has sparked some online chatter this week, following former President Donald Trump's victory on Tuesday.
Vanity Fair, a publication known for its entertainment and … [+1374 chars]",USA Today,usa-today
2,Caroline Thayer,Kamala Harris supporter Sally Field trashes campaign sign after Donald Trump victory,"Sally Field was spotted throwing out signs supporting Vice President Kamala Harris and her running mate, Governor Tim Walz, the morning after the election.",https://www.foxnews.com/entertainment/kamala-harris-supporter-sally-field-trashes-campaign-sign-after-donald-trump-victory,https://static.foxnews.com/foxnews.com/content/uploads/2024/11/kamala-harris-sally-field.jpg,2024-11-07T20:36:58Z,"Sally Field did not get what she wanted for her birthday.
The actress, who turned 78 on Wednesday, was seen outside her home in Los Angeles the morning after the presidential election, disposing of … [+4207 chars]",Fox News,fox-news
3,jhart@insider.com (Jordan Hart),Apple's Tim Cook is going to have a headache on his hands if Donald Trump follows through on tariffs this time around,Apple's Tim Cook must navigate potential cost increases if Trump enacts 60% tariffs on Chinese goods.,https://www.businessinsider.com/donald-trump-china-tariff-plans-could-cost-apple-2024-11,https://i.insider.com/672d050e5ec9bfa3d63c6433?width=1200&format=jpeg,2024-11-07T20:05:58Z,"Apple got a break the last time Donald Trump was in office, but the president-elect's proposed tariffs could cost the tech giant a lot during his second term.
CEO Tim Cook joined the chorus of tech … [+2344 chars]",Business Insider,business-insider
4,"Lucas Nolan, Lucas Nolan",Big Tech Leaders Congratulate President-Elect Donald Trump on Victory,"In the wake of Donald Trump's victory in the 2024 U.S. presidential election, prominent tech industry leaders are coming forward with messages of congratulations and offers to work with the incoming administration.
The post Big Tech Leaders Congratulate Presi…",https://www.breitbart.com/tech/2024/11/07/big-tech-leaders-congratulate-president-elect-donald-trump-on-victory/,https://media.breitbart.com/media/2024/11/Donald-Trump-1-640x335.jpg,2024-11-07T19:43:38Z,"In the wake of Donald Trump’s victory in the 2024 U.S. presidential election, prominent tech industry leaders are coming forward with messages of congratulations and offers to work with the incoming … [+2266 chars]",Breitbart News,breitbart-news
5,"Lucas Nolan, Lucas Nolan",Crypto Gambler Reveals Why He Bet $30 Million on a Donald Trump Victory,"An anonymous French gambler, known as Théo, has profited a staggering $48 million on the crypto-based betting platform Polymarket after correctly predicting Donald Trump's victory in the 2024 presidential election with a $30 million bet. Now, the elusive ""Tru…",https://www.breitbart.com/tech/2024/11/07/crypto-gambler-reveals-why-he-bet-30-million-on-a-donald-trump-victory/,https://media.breitbart.com/media/2024/11/AP24309743180094-640x335.jpg,2024-11-07T18:12:02Z,"An anonymous French gambler, known as Théo, has profited a staggering $48 million on the crypto-based betting platform Polymarket after correctly predicting Donald Trump’s victory in the 2024 preside… [+3007 chars]",Breitbart News,breitbart-news
6,"Oliver JJ Lane, Oliver JJ Lane",Polish Lawmakers Chant 'Donald Trump' in Parliament Chamber in Salute to Election Win,"Members of the conservative-populist faction in Poland's Parliament chanted Donald Trump's name in celebration of his landslide win.
The post Polish Lawmakers Chant ‘Donald Trump’ in Parliament Chamber in Salute to Election Win appeared first on Breitbart.",https://www.breitbart.com/europe/2024/11/07/polish-lawmakers-chant-donald-trump-in-parliament-chamber-in-salute/,https://media.breitbart.com/media/2024/11/AP17187440753540-e1730998128863-640x335.jpg,2024-11-07T16:50:14Z,"Members of the conservative-populist faction in Poland’s Parliament clapped and chanted Donald Trump’s name on Wednesday in celebration of his landslide U.S. election win.
Echoes of President-elect … [+2996 chars]",Breitbart News,breitbart-news
7,Charles Curtis,Steve Kerr delivered a cheeky MAGA joke about Warriors after Donald Trump won the election,Steve Kerr wasn't subtle about this one.,https://ftw.usatoday.com/2024/11/steve-kerr-maga-donald-trump-election-warriors,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/11/USP-NBA_-Golden-State-Warriors-at-Washington-Wizar-e1730982092997.jpg?w=1024&h=576&crop=1,2024-11-07T12:23:19Z,"It’s no secret that Golden State Warriors head coach Steve Kerr is no fan of Donald Trump.
He’s been outspoken about politics for so many years. And that was the same on Wednesday after Trump won Tu… [+971 chars]",USA Today,usa-today
8,Lindsay Kornick,Scientific American editor blast 'f---ing fascists' who elected Donald Trump,"Scientific American editor-in-chief Laura Helmuth attacked her generation as ""full of f--ing fascists"" on her Bluesky account for supporting former President Trump.",https://www.foxnews.com/media/scientific-american-editor-blast-f-ing-fascists-who-elected-donald-trump,https://static.foxnews.com/foxnews.com/content/uploads/2024/11/e5c757ab-trump.jpg,2024-11-07T11:30:08Z,"Scientific American editor-in-chief Laura Helmuth blasted Trump voters as the ""meanest, dumbest, most bigoted"" group and ""f---ing fascists.""
On her Bluesky social media account, Helmuth documented h… [+2744 chars]",Fox News,fox-news
9,"Neil Munro, Neil Munro",Pro-Migration Investors Warn Donald Trump: Think of the Children!,"West Coast consumer-economy investors are posing as protectors of the nation's families on the day after American citizens gave President Donald Trump a democratic mandate to enforce the nation's popular immigration laws.
The post Pro-Migration Investors Warn…",https://www.breitbart.com/politics/2024/11/07/pro-migration-investors-warn-trump-think-of-the-children/,https://media.breitbart.com/media/2024/10/AP24296633272259-640x335.jpg,2024-11-07T08:53:42Z,West Coast consumer-economy investors are posing as protectors of the nation’s families after American citizens gave President Donald Trump a democratic mandate to enforce the nation’s popular immigr… [+7832 chars],Breitbart News,breitbart-news
10,"Elizabeth Weibel, Elizabeth Weibel",Report: New Jersey Moves into Swing State Territory as President-Elect Donald Trump Almost Wins State,"New Jersey appeared to move into swing state territory as former President and current President-elect Donald Trump came closer to winning the state than any Republican candidate has in decades.
The post Report: New Jersey Moves into Swing State Territory as …",https://www.breitbart.com/2024-election/2024/11/06/new-jersey-moves-swing-state-territory-president-elect-donald-trump-almost-wins/,https://media.breitbart.com/media/2024/11/donald-trump-rally-pointing-poster-nov-5-24-michigan-getty-640x335.jpg,2024-11-07T03:09:00Z,"New Jersey appeared to move into swing state territory as former President and current President-elect Donald Trump came closer to winning the state than any Republican candidate has in decades.
Vic… [+2457 chars]",Breitbart News,breitbart-news
11,"Elizabeth Weibel, Elizabeth Weibel",Tulsi Gabbard Thanks President-Elect Donald Trump for Allowing Her to 'Play a Small Part' in His Campaign,"Former Rep. Tulsi Gabbard (R-HI) thanked President-elect and former President Donald Trump for allowing her to ""play a small part"" in his presidential campaign.
The post Tulsi Gabbard Thanks President-Elect Donald Trump for Allowing Her to ‘Play a Small Part’…",https://www.breitbart.com/2024-election/2024/11/06/tulsi-gabbard-thanks-president-elect-donald-trump-for-allowing-her-to-play-a-small-part-in-his-campaign/,https://media.breitbart.com/media/2024/11/Tulsi-and-Trump-Hug-640x335.jpeg,2024-11-07T01:25:43Z,"Former Rep. Tulsi Gabbard (R-HI) thanked President-elect and former President Donald Trump for allowing her to “play a small part” in his presidential campaign.
In a post on X, Gabbard described it … [+1585 chars]",Breitbart News,breitbart-news
12,"Elizabeth Weibel, Elizabeth Weibel",Kamala Harris Encourages Voters to 'Keep Fighting' as She Concedes Election to President-Elect Donald Trump,"Vice President Kamala Harris encouraged her voters to ""keep fighting"" as she delivered her concession speech from Howard University on Wednesday.
The post Kamala Harris Encourages Voters to ‘Keep Fighting’ as She Concedes Election to President-Elect Donald Tr…",https://www.breitbart.com/2024-election/2024/11/06/kamala-harris-encourages-voters-to-keep-fighting-as-she-concedes-election-to-president-elect-donald-trump/,https://media.breitbart.com/media/2024/11/AP24308856990300-640x335.jpg,2024-11-07T00:22:04Z,"Vice President Kamala Harris encouraged her voters to “keep fighting” as she delivered her concession speech from Howard University on Wednesday.
“My heart is full today,” Harris said. “My heart is … [+1506 chars]",Breitbart News,breitbart-news
13,"Elizabeth Weibel, Elizabeth Weibel","Mike Pence Congratulates President-Elect Donald Trump, Vice President-Elect JD Vance","Former Vice President Mike Pence congratulated President-Elect and former President Donald Trump and Vice President-Elect and Sen. JD Vance (R-OH) on their win.
The post Mike Pence Congratulates President-Elect Donald Trump, Vice President-Elect JD Vance appe…",https://www.breitbart.com/politics/2024/11/06/mike-pence-congratulates-president-elect-donald-trump-vice-president-elect-jd-vance/,https://media.breitbart.com/media/2024/11/GettyImages-2155931415-1-1-640x335.jpg,2024-11-07T00:13:35Z,"Former Vice President Mike Pence congratulated President-Elect and former President Donald Trump and Vice President-Elect and Sen. JD Vance (R-OH) on their win.
In a post on X, Pence wrote that he a… [+1719 chars]",Breitbart News,breitbart-news
14,Anthony L. Fisher,Kamala Harris just did what Donald Trump never could,The vice president revived the 220-year-old tradition of peaceful transfer of power that Donald Trump broke in 2020.,https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-concession-speech-peaceful-transfer-power-rcna179027,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-11/241106-kamala-harris-concession-speech-ac-447p-9ef0c4.jpg",2024-11-07T00:01:27Z,"The peaceful transfer of power is back, America. 
During her concession speech at Howard University Wednesday afternoon, Vice President Kamala Harris brought back from the dead one of Americas most … [+5098 chars]",MSNBC,msnbc
